Human Chimpanzee Gorilla Orangutan Macaque
ENSG00000131089 ENSPTRG00000021964 ENSGGOG00000003158 ENSPPYG00000020410 ENSMMUG00000016233
ENSG00000111726 ENSPTRG00000004765 ENSGGOG00000015061 ENSPPYG00000004359 ENSMMUG00000020808
ENSG00000066230 ENSPTRG00000016682 ENSGGOG00000013801 ENSPPYG00000015303 ENSMMUG00000003789
ENSG00000173698 ENSPTRG00000021716 ENSGGOG00000003424 ENSPPYG00000020170 ENSMMUG00000020515
ENSG00000134802 ENSPTRG00000003656 ENSGGOG00000009818 ENSPPYG00000003274 ENSMMUG00000010601
ENSG00000120063 ENSPTRG00000009551 ENSGGOG00000010062 ENSPPYG00000008552 ENSMMUG00000016371
ENSG00000139318 ENSPTRG00000005282 ENSGGOG00000027241 ENSPPYG00000004817 ENSMMUG00000006227
ENSG00000135587 ENSPTRG00000018484 ENSGGOG00000003394 ENSPPYG00000016908 ENSMMUG00000023219
ENSG00000023330 ENSPTRG00000014991 ENSGGOG00000013205 ENSPPYG00000013815 ENSMMUG00000005596
ENSG00000100191 ENSPTRG00000014284 ENSGGOG00000028377 ENSPPYG00000011746 ENSMMUG00000021047
ENSG00000213023 ENSPTRG00000011349 ENSGGOG00000005266 ENSPPYG00000010289 ENSMMUG00000009355
ENSG00000173083 ENSPTRG00000016229 ENSGGOG00000002800 ENSPPYG00000014896 ENSMMUG00000013342
ENSG00000120539 ENSPTRG00000002379 ENSGGOG00000016767 ENSPPYG00000002168 ENSMMUG00000016407
ENSG00000105723 ENSPTRG00000011049 ENSGGOG00000004649 ENSPPYG00000010039 ENSMMUG00000014597
ENSG00000197037 ENSPTRG00000023744 ENSGGOG00000016950 ENSPPYG00000017385 ENSMMUG00000022728
ENSG00000126106 ENSPTRG00000000657 ENSGGOG00000000540 ENSPPYG00000001429 ENSMMUG00000014820
ENSG00000132823 ENSPTRG00000013514 ENSGGOG00000022998 ENSPPYG00000011027 ENSMMUG00000002838
ENSG00000179008 ENSPTRG00000006408 ENSGGOG00000010643 ENSPPYG00000005872 ENSMMUG00000002828
ENSG00000137266 ENSPTRG00000017678 ENSGGOG00000012609 ENSPPYG00000016182 ENSMMUG00000001371
ENSG00000105699 ENSPTRG00000010835 ENSGGOG00000000766 ENSPPYG00000009854 ENSMMUG00000011294
ENSG00000204052 ENSPTRG00000034451 ENSGGOG00000015189 ENSPPYG00000016643 ENSMMUG00000023320
ENSG00000170214 ENSPTRG00000017482 ENSGGOG00000001969 ENSPPYG00000016001 ENSMMUG00000005691
ENSG00000164241 ENSPTRG00000017191 ENSGGOG00000006111 ENSPPYG00000015732 ENSMMUG00000009523
ENSG00000089116 ENSPTRG00000005493 ENSGGOG00000010583 ENSPPYG00000004992 ENSMMUG00000001577
ENSG00000106617 ENSPTRG00000019889 ENSGGOG00000014820 ENSPPYG00000018197 ENSMMUG00000010943
ENSG00000138623 ENSPTRG00000007275 ENSGGOG00000006525 ENSPPYG00000006638 ENSMMUG00000021825
ENSG00000160145 ENSPTRG00000015311 ENSGGOG00000001597 ENSPPYG00000013468 ENSMMUG00000016672
ENSG00000159082 ENSPTRG00000023787 ENSGGOG00000015945 ENSPPYG00000011365 ENSMMUG00000004624
ENSG00000175324 ENSPTRG00000020169 ENSGGOG00000022658 ENSPPYG00000018521 ENSMMUG00000013774
ENSG00000169925 ENSPTRG00000021526 ENSGGOG00000014515 ENSPPYG00000019746 ENSMMUG00000005463
ENSG00000111729 ENSPTRG00000004631 ENSGGOG00000022730 ENSPPYG00000004239 ENSMMUG00000015250
ENSG00000087008 ENSPTRG00000015905 ENSGGOG00000008003 ENSPPYG00000014563 ENSMMUG00000006234
ENSG00000130035 ENSPTRG00000004559 ENSGGOG00000016708 ENSPPYG00000004172 ENSMMUG00000020815
ENSG00000075218 ENSPTRG00000014509 ENSGGOG00000000202 ENSPPYG00000011948 ENSMMUG00000008136
ENSG00000183891 ENSPTRG00000011685 ENSGGOG00000009777 ENSPPYG00000012623 ENSMMUG00000001570
ENSG00000130695 ENSPTRG00000000378 ENSGGOG00000000605 ENSPPYG00000001690 ENSMMUG00000000644
ENSG00000100122 ENSPTRG00000014199 ENSGGOG00000013639 ENSPPYG00000011669 ENSMMUG00000023452
ENSG00000153404 ENSPTRG00000016672 ENSGGOG00000002656 ENSPPYG00000015294 ENSMMUG00000000742
ENSG00000107736 ENSPTRG00000002603 ENSGGOG00000008379 ENSPPYG00000002359 ENSMMUG00000014733
ENSG00000144401 ENSPTRG00000012852 ENSGGOG00000015815 ENSPPYG00000013116 ENSMMUG00000022602
ENSG00000197279 ENSPTRG00000024278 ENSGGOG00000014164 ENSPPYG00000016363 ENSMMUG00000020831
ENSG00000213533 ENSPTRG00000015018 ENSGGOG00000005757 ENSPPYG00000013793 ENSMMUG00000014526
ENSG00000151247 ENSPTRG00000016301 ENSGGOG00000004718 ENSPPYG00000014944 ENSMMUG00000011066
ENSG00000163947 ENSPTRG00000015041 ENSGGOG00000000668 ENSPPYG00000013777 ENSMMUG00000010163
ENSG00000143751 ENSPTRG00000002044 ENSGGOG00000009850 ENSPPYG00000000169 ENSMMUG00000017148
ENSG00000100721 ENSPTRG00000006695 ENSGGOG00000004037 ENSPPYG00000006119 ENSMMUG00000015839
ENSG00000157782 ENSPTRG00000005544 ENSGGOG00000013164 ENSPPYG00000005037 ENSMMUG00000002536
ENSG00000168216 ENSPTRG00000018326 ENSGGOG00000014341 ENSPPYG00000016757 ENSMMUG00000005573
ENSG00000153832 ENSPTRG00000013006 ENSGGOG00000015685 ENSPPYG00000013250 ENSMMUG00000004254
ENSG00000111319 ENSPTRG00000004571 ENSGGOG00000010834 ENSPPYG00000004184 ENSMMUG00000020212
ENSG00000197024 ENSPTRG00000023917 ENSGGOG00000005812 ENSPPYG00000018150 ENSMMUG00000013278
ENSG00000119547 ENSPTRG00000010044 ENSGGOG00000024651 ENSPPYG00000009181 ENSMMUG00000023218
ENSG00000165959 ENSPTRG00000006689 ENSGGOG00000011499 ENSPPYG00000006114 ENSMMUG00000000681
ENSG00000114745 ENSPTRG00000014766 ENSGGOG00000024764 ENSPPYG00000014000 ENSMMUG00000020144
ENSG00000101190 ENSPTRG00000023366 ENSGGOG00000017041 ENSPPYG00000011219 ENSMMUG00000008229
ENSG00000186479 ENSPTRG00000016921 ENSGGOG00000011379 ENSPPYG00000015502 ENSMMUG00000021131
ENSG00000163623 ENSPTRG00000016239 ENSGGOG00000008459 ENSPPYG00000014901 ENSMMUG00000021161
ENSG00000139618 ENSPTRG00000005766 ENSGGOG00000015808 ENSPPYG00000005264 ENSMMUG00000007197
ENSG00000100628 ENSPTRG00000006668 ENSGGOG00000015416 ENSPPYG00000006092 ENSMMUG00000012400
ENSG00000064012 ENSPTRG00000012801 ENSGGOG00000000209 ENSPPYG00000013071 ENSMMUG00000031296
ENSG00000005187 ENSPTRG00000007849 ENSGGOG00000008138 ENSPPYG00000007161 ENSMMUG00000016745
ENSG00000131368 ENSPTRG00000014658 ENSGGOG00000011005 ENSPPYG00000013409 ENSMMUG00000005157
ENSG00000130939 ENSPTRG00000000126 ENSGGOG00000003421 ENSPPYG00000001903 ENSMMUG00000016296
ENSG00000112419 ENSPTRG00000018672 ENSGGOG00000001050 ENSPPYG00000017063 ENSMMUG00000005346
ENSG00000244462 ENSPTRG00000013446 ENSGGOG00000021993 ENSPPYG00000010960 ENSMMUG00000020964
ENSG00000166819 ENSPTRG00000007436 ENSGGOG00000017088 ENSPPYG00000006768 ENSMMUG00000017746
ENSG00000148296 ENSPTRG00000021514 ENSGGOG00000014426 ENSPPYG00000019728 ENSMMUG00000022339
ENSG00000136021 ENSPTRG00000005343 ENSGGOG00000002948 ENSPPYG00000004865 ENSMMUG00000023600
ENSG00000172824 ENSPTRG00000008211 ENSGGOG00000008270 ENSPPYG00000007436 ENSMMUG00000013568
ENSG00000164403 ENSPTRG00000017224 ENSGGOG00000012307 ENSPPYG00000015771 ENSMMUG00000010312
ENSG00000197181 ENSPTRG00000022613 ENSGGOG00000008783 ENSPPYG00000018420 ENSMMUG00000014438
ENSG00000143507 ENSPTRG00000002005 ENSGGOG00000001563 ENSPPYG00000000200 ENSMMUG00000004379
ENSG00000135824 ENSPTRG00000001757 ENSGGOG00000002651 ENSPPYG00000000433 ENSMMUG00000008990
ENSG00000170145 ENSPTRG00000004269 ENSGGOG00000010247 ENSPPYG00000003863 ENSMMUG00000030914
ENSG00000130173 ENSPTRG00000010494 ENSGGOG00000009541 ENSPPYG00000009573 ENSMMUG00000009337
ENSG00000007312 ENSPTRG00000009531 ENSGGOG00000012519 ENSPPYG00000008536 ENSMMUG00000000579
ENSG00000198886 ENSPTRG00000028136 ENSGGOG00000025053 ENSPPYG00000020967 ENSMMUG00000028677
ENSG00000198862 ENSPTRG00000013819 ENSGGOG00000000342 ENSPPYG00000011315 ENSMMUG00000015728
ENSG00000189203 ENSPTRG00000006770 ENSGGOG00000013426 ENSPPYG00000006187 ENSMMUG00000029177
ENSG00000016864 ENSPTRG00000015010 ENSGGOG00000011449 ENSPPYG00000013799 ENSMMUG00000012526
ENSG00000171603 ENSPTRG00000000121 ENSGGOG00000012405 ENSPPYG00000001908 ENSMMUG00000006225
ENSG00000122687 ENSPTRG00000018857 ENSGGOG00000011963 ENSPPYG00000017310 ENSMMUG00000017020
ENSG00000101680 ENSPTRG00000009849 ENSGGOG00000016323 ENSPPYG00000009019 ENSMMUG00000011408
ENSG00000117020 ENSPTRG00000002174 ENSGGOG00000007722 ENSPPYG00000000060 ENSMMUG00000019995
ENSG00000141384 ENSPTRG00000009934 ENSGGOG00000003977 ENSPPYG00000009077 ENSMMUG00000016190
ENSG00000204909 ENSPTRG00000028533 ENSGGOG00000023945 ENSPPYG00000015926 ENSMMUG00000029782
ENSG00000189132 ENSPTRG00000028304 ENSGGOG00000001615 ENSPPYG00000020225 ENSMMUG00000001557
ENSG00000139651 ENSPTRG00000005005 ENSGGOG00000006790 ENSPPYG00000004570 ENSMMUG00000005246
ENSG00000101363 ENSPTRG00000013473 ENSGGOG00000022642 ENSPPYG00000010984 ENSMMUG00000012536
ENSG00000171806 ENSPTRG00000001663 ENSGGOG00000015904 ENSPPYG00000000527 ENSMMUG00000016581
ENSG00000105254 ENSPTRG00000010886 ENSGGOG00000015419 ENSPPYG00000010568 ENSMMUG00000000523
ENSG00000142949 ENSPTRG00000000641 ENSGGOG00000009263 ENSPPYG00000001443 ENSMMUG00000012477
ENSG00000171051 ENSPTRG00000011395 ENSGGOG00000005259 ENSPPYG00000010575 ENSMMUG00000013049
ENSG00000181374 ENSPTRG00000009003 ENSGGOG00000002887 ENSPPYG00000008172 ENSMMUG00000009785
ENSG00000180902 ENSPTRG00000013131 ENSGGOG00000014288 ENSPPYG00000012720 ENSMMUG00000018548
ENSG00000033170 ENSPTRG00000006454 ENSGGOG00000008902 ENSPPYG00000005913 ENSMMUG00000013848
ENSG00000173801 ENSPTRG00000009178 ENSGGOG00000010104 ENSPPYG00000008410 ENSMMUG00000013048
ENSG00000136280 ENSPTRG00000019156 ENSGGOG00000000829 ENSPPYG00000017581 ENSMMUG00000001799
ENSG00000177551 ENSPTRG00000001149 ENSGGOG00000008283 ENSPPYG00000000988 ENSMMUG00000008971
ENSG00000072786 ENSPTRG00000017527 ENSGGOG00000012427 ENSPPYG00000016041 ENSMMUG00000006811
ENSG00000174233 ENSPTRG00000004885 ENSGGOG00000002316 ENSPPYG00000004466 ENSMMUG00000006253
ENSG00000158850 ENSPTRG00000001575 ENSGGOG00000007506 ENSPPYG00000000607 ENSMMUG00000022629
ENSG00000183067 ENSPTRG00000013920 ENSGGOG00000000146 ENSPPYG00000011430 ENSMMUG00000003427
ENSG00000160606 ENSPTRG00000008933 ENSGGOG00000016741 ENSPPYG00000008109 ENSMMUG00000019313
ENSG00000197562 ENSPTRG00000007546 ENSGGOG00000007887 ENSPPYG00000006914 ENSMMUG00000013198
ENSG00000163235 ENSPTRG00000012031 ENSGGOG00000005132 ENSPPYG00000012322 ENSMMUG00000010591
ENSG00000163428 ENSPTRG00000015268 ENSGGOG00000006581 ENSPPYG00000013505 ENSMMUG00000000075
ENSG00000135773 ENSPTRG00000002097 ENSGGOG00000012858 ENSPPYG00000000119 ENSMMUG00000005882
ENSG00000163519 ENSPTRG00000015196 ENSGGOG00000005769 ENSPPYG00000013570 ENSMMUG00000002746
ENSG00000145555 ENSPTRG00000016745 ENSGGOG00000007641 ENSPPYG00000015356 ENSMMUG00000012672
ENSG00000176125 ENSPTRG00000019512 ENSGGOG00000027913 ENSPPYG00000017433 ENSMMUG00000021256
ENSG00000152578 ENSPTRG00000004233 ENSGGOG00000017011 ENSPPYG00000003828 ENSMMUG00000010987
ENSG00000130005 ENSPTRG00000010198 ENSGGOG00000002809 ENSPPYG00000009315 ENSMMUG00000003046
ENSG00000173976 ENSPTRG00000010277 ENSGGOG00000014727 ENSPPYG00000009387 ENSMMUG00000009676
ENSG00000145041 ENSPTRG00000014973 ENSGGOG00000001039 ENSPPYG00000013832 ENSMMUG00000004280
ENSG00000100784 ENSPTRG00000006631 ENSGGOG00000004254 ENSPPYG00000006063 ENSMMUG00000005586
ENSG00000170325 ENSPTRG00000004477 ENSGGOG00000015359 ENSPPYG00000004061 ENSMMUG00000017555
ENSG00000168269 ENSPTRG00000017514 ENSGGOG00000015780 ENSPPYG00000016029 ENSMMUG00000014124
ENSG00000142484 ENSPTRG00000008606 ENSGGOG00000011456 ENSPPYG00000007841 ENSMMUG00000012996
ENSG00000106331 ENSPTRG00000019653 ENSGGOG00000002555 ENSPPYG00000017971 ENSMMUG00000015429
ENSG00000214026 ENSPTRG00000033746 ENSGGOG00000000333 ENSPPYG00000002918 ENSMMUG00000031268
ENSG00000177238 ENSPTRG00000008040 ENSGGOG00000009103 ENSPPYG00000007313 ENSMMUG00000016276
ENSG00000105245 ENSPTRG00000011003 ENSGGOG00000008713 ENSPPYG00000009998 ENSMMUG00000004227
ENSG00000125388 ENSPTRG00000015853 ENSGGOG00000011226 ENSPPYG00000014550 ENSMMUG00000008390
ENSG00000102098 ENSPTRG00000021710 ENSGGOG00000015959 ENSPPYG00000020165 ENSMMUG00000005084
ENSG00000086717 ENSPTRG00000021714 ENSGGOG00000003393 ENSPPYG00000020168 ENSMMUG00000005066
ENSG00000182613 ENSPTRG00000017648 ENSGGOG00000025806 ENSPPYG00000016146 ENSMMUG00000003605
ENSG00000162409 ENSPTRG00000000788 ENSGGOG00000009076 ENSPPYG00000001303 ENSMMUG00000010406
ENSG00000130299 ENSPTRG00000010670 ENSGGOG00000015580 ENSPPYG00000009711 ENSMMUG00000023403
ENSG00000213619 ENSPTRG00000003571 ENSGGOG00000014393 ENSPPYG00000003299 ENSMMUG00000004286
ENSG00000106772 ENSPTRG00000021038 ENSGGOG00000003389 ENSPPYG00000019305 ENSMMUG00000001043
ENSG00000147144 ENSPTRG00000021880 ENSGGOG00000000586 ENSPPYG00000020331 ENSMMUG00000010617
ENSG00000073282 ENSPTRG00000015733 ENSGGOG00000005113 ENSPPYG00000014401 ENSMMUG00000016466
ENSG00000168792 ENSPTRG00000008950 ENSGGOG00000012447 ENSPPYG00000008123 ENSMMUG00000019670
ENSG00000100744 ENSPTRG00000006701 ENSGGOG00000022402 ENSPPYG00000006126 ENSMMUG00000003395
ENSG00000153786 ENSPTRG00000008424 ENSGGOG00000016638 ENSPPYG00000007611 ENSMMUG00000020674
ENSG00000146070 ENSPTRG00000018238 ENSGGOG00000013436 ENSPPYG00000016672 ENSMMUG00000019254
ENSG00000198901 ENSPTRG00000007467 ENSGGOG00000008329 ENSPPYG00000006791 ENSMMUG00000005109
ENSG00000114268 ENSPTRG00000014889 ENSGGOG00000010883 ENSPPYG00000013901 ENSMMUG00000000591
ENSG00000119906 ENSPTRG00000002855 ENSGGOG00000002070 ENSPPYG00000002573 ENSMMUG00000013418
ENSG00000198756 ENSPTRG00000022688 ENSGGOG00000013352 ENSPPYG00000000422 ENSMMUG00000016405
ENSG00000134077 ENSPTRG00000014585 ENSGGOG00000000604 ENSPPYG00000017616 ENSMMUG00000017307
ENSG00000166311 ENSPTRG00000003285 ENSGGOG00000002120 ENSPPYG00000003546 ENSMMUG00000007717
ENSG00000168806 ENSPTRG00000030303 ENSGGOG00000015142 ENSPPYG00000006410 ENSMMUG00000017066
ENSG00000047644 ENSPTRG00000021653 ENSGGOG00000013945 ENSPPYG00000020117 ENSMMUG00000016290
ENSG00000144815 ENSPTRG00000015178 ENSGGOG00000017141 ENSPPYG00000013586 ENSMMUG00000021567
ENSG00000155592 ENSPTRG00000007906 ENSGGOG00000004769 ENSPPYG00000007207 ENSMMUG00000010470
ENSG00000125741 ENSPTRG00000011158 ENSGGOG00000009890 ENSPPYG00000010125 ENSMMUG00000022940
ENSG00000156009 ENSPTRG00000022361 ENSGGOG00000001178 ENSPPYG00000020811 ENSMMUG00000032323
ENSG00000127954 ENSPTRG00000019377 ENSGGOG00000013341 ENSPPYG00000017837 ENSMMUG00000022697
ENSG00000108846 ENSPTRG00000009406 ENSGGOG00000003404 ENSPPYG00000008276 ENSMMUG00000003414
ENSG00000142002 ENSPTRG00000010319 ENSGGOG00000002848 ENSPPYG00000009415 ENSMMUG00000021716
ENSG00000164830 ENSPTRG00000020501 ENSGGOG00000006236 ENSPPYG00000018815 ENSMMUG00000017845
ENSG00000153310 ENSPTRG00000020585 ENSGGOG00000006550 ENSPPYG00000018883 ENSMMUG00000015348
ENSG00000137074 ENSPTRG00000020850 ENSGGOG00000014232 ENSPPYG00000019142 ENSMMUG00000007724
ENSG00000121380 ENSPTRG00000004700 ENSGGOG00000012757 ENSPPYG00000004300 ENSMMUG00000023315
ENSG00000083093 ENSPTRG00000007890 ENSGGOG00000012818 ENSPPYG00000007193 ENSMMUG00000017304
ENSG00000156504 ENSPTRG00000022290 ENSGGOG00000025221 ENSPPYG00000020736 ENSMMUG00000016948
ENSG00000141428 ENSPTRG00000009973 ENSGGOG00000026334 ENSPPYG00000009110 ENSMMUG00000018782
ENSG00000172568 ENSPTRG00000017467 ENSGGOG00000012060 ENSPPYG00000015988 ENSMMUG00000011007
ENSG00000163453 ENSPTRG00000016090 ENSGGOG00000016249 ENSPPYG00000014742 ENSMMUG00000014011
ENSG00000144827 ENSPTRG00000015210 ENSGGOG00000015458 ENSPPYG00000013556 ENSMMUG00000000696
ENSG00000179562 ENSPTRG00000019650 ENSGGOG00000008848 ENSPPYG00000017968 ENSMMUG00000015421
ENSG00000180329 ENSPTRG00000009282 ENSGGOG00000015272 ENSPPYG00000008326 ENSMMUG00000015049
ENSG00000205045 ENSPTRG00000030902 ENSGGOG00000002881 ENSPPYG00000008186 ENSMMUG00000005550
ENSG00000185760 ENSPTRG00000018339 ENSGGOG00000011406 ENSPPYG00000016769 ENSMMUG00000015320
ENSG00000166069 ENSPTRG00000006902 ENSGGOG00000011525 ENSPPYG00000006333 ENSMMUG00000009668
ENSG00000148842 ENSPTRG00000002904 ENSGGOG00000013254 ENSPPYG00000002615 ENSMMUG00000003747
ENSG00000065000 ENSPTRG00000010223 ENSGGOG00000006580 ENSPPYG00000009339 ENSMMUG00000015663
ENSG00000121904 ENSPTRG00000000507 ENSGGOG00000017177 ENSPPYG00000001570 ENSMMUG00000002741
ENSG00000163528 ENSPTRG00000014647 ENSGGOG00000024077 ENSPPYG00000025890 ENSMMUG00000023123
ENSG00000129946 ENSPTRG00000010145 ENSGGOG00000001195 ENSPPYG00000009272 ENSMMUG00000000485
ENSG00000111215 ENSPTRG00000004686 ENSGGOG00000001803 ENSPPYG00000004284 ENSMMUG00000001489
ENSG00000189159 ENSPTRG00000024246 ENSGGOG00000013996 ENSPPYG00000008620 ENSMMUG00000016654
ENSG00000104369 ENSPTRG00000020353 ENSGGOG00000002826 ENSPPYG00000018681 ENSMMUG00000022325
ENSG00000187037 ENSPTRG00000019089 ENSGGOG00000012421 ENSPPYG00000017631 ENSMMUG00000015505
ENSG00000111850 ENSPTRG00000018402 ENSGGOG00000002575 ENSPPYG00000016825 ENSMMUG00000022464
ENSG00000146618 ENSPTRG00000018961 ENSGGOG00000021943 ENSPPYG00000017753 ENSMMUG00000011174
ENSG00000082556 ENSPTRG00000020248 ENSGGOG00000000682 ENSPPYG00000018586 ENSMMUG00000018372
ENSG00000162623 ENSPTRG00000000867 ENSGGOG00000013676 ENSPPYG00000001234 ENSMMUG00000014595
ENSG00000161664 ENSPTRG00000009265 ENSGGOG00000010951 ENSPPYG00000008339 ENSMMUG00000016867
ENSG00000124469 ENSPTRG00000011063 ENSGGOG00000012684 ENSPPYG00000010051 ENSMMUG00000013218
ENSG00000221890 ENSPTRG00000014380 ENSGGOG00000004660 ENSPPYG00000011830 ENSMMUG00000004869
ENSG00000151292 ENSPTRG00000017182 ENSGGOG00000015968 ENSPPYG00000015723 ENSMMUG00000006646
ENSG00000151418 ENSPTRG00000001816 ENSGGOG00000008562 ENSPPYG00000000382 ENSMMUG00000011992
ENSG00000048828 ENSPTRG00000021127 ENSGGOG00000003353 ENSPPYG00000019391 ENSMMUG00000009493
ENSG00000169570 ENSPTRG00000017164 ENSGGOG00000009599 ENSPPYG00000015707 ENSMMUG00000008302
ENSG00000153495 ENSPTRG00000006041 ENSGGOG00000009741 ENSPPYG00000005509 ENSMMUG00000013141
ENSG00000112186 ENSPTRG00000017750 ENSGGOG00000016328 ENSPPYG00000016257 ENSMMUG00000001990
ENSG00000204231 ENSPTRG00000018034 ENSGGOG00000009823 ENSPPYG00000017239 ENSMMUG00000003858
ENSG00000159063 ENSPTRG00000004112 ENSGGOG00000011611 ENSPPYG00000003719 ENSMMUG00000017472
ENSG00000069329 ENSPTRG00000008079 ENSGGOG00000008789 ENSPPYG00000007732 ENSMMUG00000011940
ENSG00000198015 ENSPTRG00000022791 ENSGGOG00000022760 ENSPPYG00000004833 ENSMMUG00000016805
ENSG00000125871 ENSPTRG00000013279 ENSGGOG00000008966 ENSPPYG00000010731 ENSMMUG00000011479
ENSG00000170802 ENSPTRG00000011908 ENSGGOG00000008171 ENSPPYG00000012423 ENSMMUG00000020677
ENSG00000070748 ENSPTRG00000002489 ENSGGOG00000015179 ENSPPYG00000002256 ENSMMUG00000004692
ENSG00000116194 ENSPTRG00000001724 ENSGGOG00000026690 ENSPPYG00000000468 ENSMMUG00000017553
ENSG00000106049 ENSPTRG00000019024 ENSGGOG00000013267 ENSPPYG00000017693 ENSMMUG00000023134
ENSG00000102030 ENSPTRG00000022419 ENSGGOG00000009788 ENSPPYG00000020861 ENSMMUG00000000322
ENSG00000188677 ENSPTRG00000014480 ENSGGOG00000008719 ENSPPYG00000011919 ENSMMUG00000015448
ENSG00000125207 ENSPTRG00000005633 ENSGGOG00000015722 ENSPPYG00000005121 ENSMMUG00000005629
ENSG00000131143 ENSPTRG00000008434 ENSGGOG00000010047 ENSPPYG00000007619 ENSMMUG00000006763
ENSG00000104903 ENSPTRG00000010556 ENSGGOG00000023512 ENSPPYG00000009621 ENSMMUG00000001166
ENSG00000159648 ENSPTRG00000008170 ENSGGOG00000017140 ENSPPYG00000007709 ENSMMUG00000022666
ENSG00000166454 ENSPTRG00000008384 ENSGGOG00000013004 ENSPPYG00000007583 ENSMMUG00000013086
ENSG00000095002 ENSPTRG00000011903 ENSGGOG00000007088 ENSPPYG00000012428 ENSMMUG00000000974
ENSG00000198099 ENSPTRG00000024240 ENSGGOG00000025893 ENSPPYG00000014947 ENSMMUG00000011059
ENSG00000173281 ENSPTRG00000019971 ENSGGOG00000006660 ENSPPYG00000018369 ENSMMUG00000004699
ENSG00000170264 ENSPTRG00000011964 ENSGGOG00000013942 ENSPPYG00000012382 ENSMMUG00000013972
ENSG00000110077 ENSPTRG00000003709 ENSGGOG00000015158 ENSPPYG00000003219 ENSMMUG00000013530
ENSG00000137076 ENSPTRG00000020917 ENSGGOG00000007440 ENSPPYG00000019088 ENSMMUG00000031856
ENSG00000163875 ENSPTRG00000000546 ENSGGOG00000017191 ENSPPYG00000001533 ENSMMUG00000010328
ENSG00000169562 ENSPTRG00000022008 ENSGGOG00000010772 ENSPPYG00000020449 ENSMMUG00000000669
ENSG00000153060 ENSPTRG00000007757 ENSGGOG00000007033 ENSPPYG00000007092 ENSMMUG00000019726
ENSG00000037474 ENSPTRG00000016715 ENSGGOG00000016583 ENSPPYG00000015332 ENSMMUG00000002561
ENSG00000205208 ENSPTRG00000031072 ENSGGOG00000012104 ENSPPYG00000015157 ENSMMUG00000004645
ENSG00000147697 ENSPTRG00000020584 ENSGGOG00000004341 ENSPPYG00000018882 ENSMMUG00000015345
ENSG00000189350 ENSPTRG00000011793 ENSGGOG00000007738 ENSPPYG00000012525 ENSMMUG00000004324
ENSG00000147533 ENSPTRG00000020193 ENSGGOG00000001532 ENSPPYG00000018542 ENSMMUG00000016120
ENSG00000110025 ENSPTRG00000003857 ENSGGOG00000010421 ENSPPYG00000003086 ENSMMUG00000012320
ENSG00000168904 ENSPTRG00000007495 ENSGGOG00000023721 ENSPPYG00000006813 ENSMMUG00000005226
ENSG00000104432 ENSPTRG00000020362 ENSGGOG00000000476 ENSPPYG00000018691 ENSMMUG00000001655
ENSG00000015532 ENSPTRG00000009395 ENSGGOG00000011942 ENSPPYG00000008287 ENSMMUG00000017226
ENSG00000136982 ENSPTRG00000020536 ENSGGOG00000007503 ENSPPYG00000018844 ENSMMUG00000002788
ENSG00000171604 ENSPTRG00000017304 ENSGGOG00000014181 ENSPPYG00000015845 ENSMMUG00000001941
ENSG00000154265 ENSPTRG00000009587 ENSGGOG00000014851 ENSPPYG00000008578 ENSMMUG00000018608
ENSG00000102879 ENSPTRG00000007989 ENSGGOG00000012716 ENSPPYG00000007238 ENSMMUG00000007329
ENSG00000188191 ENSPTRG00000028434 ENSGGOG00000011929 ENSPPYG00000018296 ENSMMUG00000001334
ENSG00000049769 ENSPTRG00000021891 ENSGGOG00000000915 ENSPPYG00000020342 ENSMMUG00000008625
ENSG00000153933 ENSPTRG00000009431 ENSGGOG00000011783 ENSPPYG00000008250 ENSMMUG00000005789
ENSG00000176024 ENSPTRG00000022586 ENSGGOG00000004234 ENSPPYG00000010329 ENSMMUG00000023136
ENSG00000124571 ENSPTRG00000018204 ENSGGOG00000007940 ENSPPYG00000016646 ENSMMUG00000015193
ENSG00000066117 ENSPTRG00000004924 ENSGGOG00000013355 ENSPPYG00000004505 ENSMMUG00000006531
ENSG00000204764 ENSPTRG00000028506 ENSGGOG00000010374 ENSPPYG00000016035 ENSMMUG00000015840
ENSG00000129317 ENSPTRG00000004843 ENSGGOG00000001747 ENSPPYG00000004426 ENSMMUG00000000203
ENSG00000181016 ENSPTRG00000019603 ENSGGOG00000016165 ENSPPYG00000017918 ENSMMUG00000008037
ENSG00000101079 ENSPTRG00000013462 ENSGGOG00000012893 ENSPPYG00000010974 ENSMMUG00000008201
ENSG00000179593 ENSPTRG00000008721 ENSGGOG00000014350 ENSPPYG00000007946 ENSMMUG00000009995
ENSG00000105185 ENSPTRG00000010791 ENSGGOG00000006169 ENSPPYG00000009817 ENSMMUG00000015395
ENSG00000177363 ENSPTRG00000003781 ENSGGOG00000027496 ENSPPYG00000003152 ENSMMUG00000031129
ENSG00000117450 ENSPTRG00000000675 ENSGGOG00000005411 ENSPPYG00000001411 ENSMMUG00000006221
ENSG00000204427 ENSPTRG00000017977 ENSGGOG00000009970 ENSPPYG00000016450 ENSMMUG00000015686
ENSG00000164741 ENSPTRG00000020009 ENSGGOG00000015071 ENSPPYG00000018376 ENSMMUG00000015144
ENSG00000224557 ENSPTRG00000018032 ENSGGOG00000024805 ENSPPYG00000017237 ENSMMUG00000030935
ENSG00000186190 ENSPTRG00000022778 ENSGGOG00000010657 ENSPPYG00000011280 ENSMMUG00000020671
