Human Chimpanzee Gorilla Orangutan Macaque Mouse Opossum Platypus Chicken
ENSG00000139915 ENSPTRG00000006311 ENSGGOG00000000327 ENSPPYG00000005784 ENSMMUG00000015110 ENSMUSG00000034912 ENSMODG00000013060 ENSOANG00000013995 ENSGALG00000012228
ENSG00000124596 ENSPTRG00000018145 ENSGGOG00000008478 ENSPPYG00000016587 ENSMMUG00000021172 ENSMUSG00000040771 ENSMODG00000013088 ENSOANG00000000825 ENSGALG00000003228
ENSG00000172239 ENSPTRG00000016850 ENSGGOG00000022753 ENSPPYG00000015442 ENSMMUG00000011878 ENSMUSG00000025451 ENSMODG00000020276 ENSOANG00000007984 ENSGALG00000014867
ENSG00000186487 ENSPTRG00000011611 ENSGGOG00000026335 ENSPPYG00000012686 ENSMMUG00000009310 ENSMUSG00000061911 ENSMODG00000014378 ENSOANG00000009861 ENSGALG00000016384
ENSG00000136404 ENSPTRG00000007390 ENSGGOG00000015013 ENSPPYG00000006739 ENSMMUG00000009084 ENSMUSG00000038623 ENSMODG00000019377 ENSOANG00000020097 ENSGALG00000006027
ENSG00000183049 ENSPTRG00000002296 ENSGGOG00000016547 ENSPPYG00000002093 ENSMMUG00000011956 ENSMUSG00000039145 ENSMODG00000016833 ENSOANG00000015417 ENSGALG00000009866
ENSG00000085760 ENSPTRG00000011929 ENSGGOG00000007681 ENSPPYG00000012403 ENSMMUG00000030833 ENSMUSG00000020459 ENSMODG00000001833 ENSOANG00000011187 ENSGALG00000008117
ENSG00000145012 ENSPTRG00000015730 ENSGGOG00000016679 ENSPPYG00000014398 ENSMMUG00000016823 ENSMUSG00000033306 ENSMODG00000015050 ENSOANG00000013793 ENSGALG00000007337
ENSG00000169403 ENSPTRG00000000424 ENSGGOG00000014295 ENSPPYG00000001647 ENSMMUG00000011681 ENSMUSG00000056529 ENSMODG00000023875 ENSOANG00000013500 ENSGALG00000000783
ENSG00000163145 ENSPTRG00000015925 ENSGGOG00000005890 ENSPPYG00000014614 ENSMMUG00000007363 ENSMUSG00000061535 ENSMODG00000001110 ENSOANG00000008795 ENSGALG00000014515
ENSG00000121281 ENSPTRG00000008102 ENSGGOG00000014807 ENSPPYG00000007338 ENSMMUG00000003118 ENSMUSG00000031659 ENSMODG00000013047 ENSOANG00000000590 ENSGALG00000003837
ENSG00000171564 ENSPTRG00000016534 ENSGGOG00000014050 ENSPPYG00000015139 ENSMMUG00000021302 ENSMUSG00000033831 ENSMODG00000001239 ENSOANG00000005294 ENSGALG00000009262
ENSG00000152127 ENSPTRG00000012485 ENSGGOG00000003032 ENSPPYG00000012808 ENSMMUG00000010563 ENSMUSG00000036155 ENSMODG00000000690 ENSOANG00000007291 ENSGALG00000012187
ENSG00000177485 ENSPTRG00000028212 ENSGGOG00000010306 ENSPPYG00000020682 ENSMMUG00000011076 ENSMUSG00000048047 ENSMODG00000025434 ENSOANG00000002588 ENSGALG00000008611
ENSG00000182218 ENSPTRG00000006712 ENSGGOG00000008155 ENSPPYG00000006134 ENSMMUG00000000098 ENSMUSG00000021260 ENSMODG00000013069 ENSOANG00000002410 ENSGALG00000011148
ENSG00000163412 ENSPTRG00000015102 ENSGGOG00000007183 ENSPPYG00000013721 ENSMMUG00000007780 ENSMUSG00000030068 ENSMODG00000003899 ENSOANG00000013094 ENSGALG00000007780
ENSG00000073350 ENSPTRG00000009647 ENSGGOG00000009428 ENSPPYG00000008630 ENSMMUG00000001228 ENSMUSG00000020782 ENSMODG00000007477 ENSOANG00000005718 ENSGALG00000008057
ENSG00000186106 ENSPTRG00000020473 ENSGGOG00000012039 ENSPPYG00000018788 ENSMMUG00000009958 ENSMUSG00000048307 ENSMODG00000006275 ENSOANG00000008353 ENSGALG00000013904
ENSG00000103043 ENSPTRG00000008313 ENSGGOG00000013079 ENSPPYG00000007534 ENSMMUG00000020421 ENSMUSG00000010936 ENSMODG00000014308 ENSOANG00000001165 ENSGALG00000002458
ENSG00000080618 ENSPTRG00000005852 ENSGGOG00000002007 ENSPPYG00000005345 ENSMMUG00000017029 ENSMUSG00000021999 ENSMODG00000014975 ENSOANG00000015578 ENSGALG00000016985
ENSG00000137364 ENSPTRG00000017756 ENSGGOG00000016155 ENSPPYG00000016263 ENSMMUG00000016627 ENSMUSG00000021376 ENSMODG00000024655 ENSOANG00000011850 ENSGALG00000012687
ENSG00000165672 ENSPTRG00000002992 ENSGGOG00000026364 ENSPPYG00000002700 ENSMMUG00000008294 ENSMUSG00000024997 ENSMODG00000009286 ENSOANG00000002979 ENSGALG00000009369
ENSG00000154143 ENSPTRG00000004423 ENSGGOG00000003743 ENSPPYG00000004014 ENSMMUG00000008473 ENSMUSG00000011118 ENSMODG00000003677 ENSOANG00000011224 ENSGALG00000021443
ENSG00000115446 ENSPTRG00000012268 ENSGGOG00000002480 ENSPPYG00000012086 ENSMMUG00000022907 ENSMUSG00000026111 ENSMODG00000001209 ENSOANG00000007634 ENSGALG00000016753
ENSG00000094975 ENSPTRG00000001689 ENSGGOG00000004171 ENSPPYG00000000504 ENSMMUG00000007280 ENSMUSG00000040297 ENSMODG00000003997 ENSOANG00000000909 ENSGALG00000003081
ENSG00000182173 ENSPTRG00000009646 ENSGGOG00000009417 ENSPPYG00000008629 ENSMMUG00000022123 ENSMUSG00000020781 ENSMODG00000007438 ENSOANG00000000344 ENSGALG00000008041
ENSG00000170946 ENSPTRG00000003471 ENSGGOG00000022150 ENSPPYG00000003390 ENSMMUG00000006845 ENSMUSG00000027166 ENSMODG00000009567 ENSOANG00000009893 ENSGALG00000012130
ENSG00000042429 ENSPTRG00000004178 ENSGGOG00000010401 ENSPPYG00000003776 ENSMMUG00000013601 ENSMUSG00000031935 ENSMODG00000000383 ENSOANG00000011716 ENSGALG00000017218
ENSG00000173598 ENSPTRG00000005296 ENSGGOG00000014324 ENSPPYG00000004831 ENSMMUG00000016804 ENSMUSG00000020029 ENSMODG00000009468 ENSOANG00000006627 ENSGALG00000011285
ENSG00000140009 ENSPTRG00000006432 ENSGGOG00000003030 ENSPPYG00000005896 ENSMMUG00000022839 ENSMUSG00000021055 ENSMODG00000009240 ENSOANG00000009109 ENSGALG00000011801
ENSG00000163827 ENSPTRG00000014852 ENSGGOG00000004427 ENSPPYG00000013932 ENSMMUG00000003087 ENSMUSG00000032495 ENSMODG00000000566 ENSOANG00000003510 ENSGALG00000013634
ENSG00000111452 ENSPTRG00000005638 ENSGGOG00000003537 ENSPPYG00000005125 ENSMMUG00000002041 ENSMUSG00000044017 ENSMODG00000015591 ENSOANG00000001028 ENSGALG00000002557
ENSG00000165269 ENSPTRG00000020859 ENSGGOG00000004985 ENSPPYG00000019135 ENSMMUG00000001545 ENSMUSG00000028427 ENSMODG00000001219 ENSOANG00000004564 ENSGALG00000018534
ENSG00000159166 ENSPTRG00000001833 ENSGGOG00000012687 ENSPPYG00000000363 ENSMMUG00000013508 ENSMUSG00000041782 ENSMODG00000000386 ENSOANG00000008287 ENSGALG00000000309
ENSG00000205593 ENSPTRG00000029393 ENSGGOG00000013615 ENSPPYG00000011984 ENSMMUG00000008327 ENSMUSG00000015377 ENSMODG00000005741 ENSOANG00000003206 ENSGALG00000013772
ENSG00000075388 ENSPTRG00000004000 ENSGGOG00000010088 ENSPPYG00000002958 ENSMMUG00000014598 ENSMUSG00000050917 ENSMODG00000004108 ENSOANG00000007413 ENSGALG00000007562
ENSG00000157131 ENSPTRG00000000791 ENSGGOG00000013973 ENSPPYG00000001301 ENSMMUG00000022992 ENSMUSG00000035031 ENSMODG00000003418 ENSOANG00000009676 ENSGALG00000010850
ENSG00000148516 ENSPTRG00000002404 ENSGGOG00000010090 ENSPPYG00000002189 ENSMMUG00000015453 ENSMUSG00000024238 ENSMODG00000007847 ENSOANG00000006051 ENSGALG00000007260
ENSG00000132423 ENSPTRG00000018441 ENSGGOG00000006696 ENSPPYG00000016863 ENSMMUG00000005924 ENSMUSG00000028247 ENSMODG00000018116 ENSOANG00000008935 ENSGALG00000015486
ENSG00000178163 ENSPTRG00000015917 ENSGGOG00000003355 ENSPPYG00000014607 ENSMMUG00000017761 ENSMUSG00000046572 ENSMODG00000001319 ENSOANG00000013888 ENSGALG00000014954
ENSG00000159374 ENSPTRG00000012101 ENSGGOG00000013975 ENSPPYG00000012263 ENSMMUG00000002140 ENSMUSG00000030041 ENSMODG00000004692 ENSOANG00000013970 ENSGALG00000013262
ENSG00000184307 ENSPTRG00000015237 ENSGGOG00000009500 ENSPPYG00000013533 ENSMMUG00000001946 ENSMUSG00000036304 ENSMODG00000018168 ENSOANG00000009513 ENSGALG00000015123
ENSG00000187164 ENSPTRG00000002976 ENSGGOG00000012508 ENSPPYG00000002687 ENSMMUG00000007578 ENSMUSG00000041362 ENSMODG00000009476 ENSOANG00000014133 ENSGALG00000009258
ENSG00000175756 ENSPTRG00000000027 ENSGGOG00000008239 ENSPPYG00000002008 ENSMMUG00000015830 ENSMUSG00000065990 ENSMODG00000006423 ENSOANG00000005556 ENSGALG00000001555
ENSG00000125676 ENSPTRG00000022246 ENSGGOG00000000486 ENSPPYG00000020695 ENSMMUG00000003745 ENSMUSG00000037475 ENSMODG00000014984 ENSOANG00000004054 ENSGALG00000008507
ENSG00000184445 ENSPTRG00000005582 ENSGGOG00000017074 ENSPPYG00000005070 ENSMMUG00000007556 ENSMUSG00000029414 ENSMODG00000012292 ENSOANG00000006193 ENSGALG00000004515
ENSG00000040275 ENSPTRG00000017512 ENSGGOG00000003325 ENSPPYG00000016026 ENSMMUG00000009365 ENSMUSG00000069910 ENSMODG00000007086 ENSOANG00000007808 ENSGALG00000001942
ENSG00000139174 ENSPTRG00000004840 ENSGGOG00000028170 ENSPPYG00000004424 ENSMMUG00000021733 ENSMUSG00000036158 ENSMODG00000008880 ENSOANG00000011364 ENSGALG00000009556
ENSG00000068650 ENSPTRG00000006047 ENSGGOG00000014012 ENSPPYG00000005516 ENSMMUG00000013625 ENSMUSG00000031441 ENSMODG00000004191 ENSOANG00000015641 ENSGALG00000016835
ENSG00000131374 ENSPTRG00000014676 ENSGGOG00000016312 ENSPPYG00000014078 ENSMMUG00000023776 ENSMUSG00000023923 ENSMODG00000014750 ENSOANG00000004993 ENSGALG00000011251
ENSG00000146918 ENSPTRG00000019925 ENSGGOG00000001976 ENSPPYG00000018233 ENSMMUG00000013719 ENSMUSG00000042029 ENSMODG00000005391 ENSOANG00000006125 ENSGALG00000006525
ENSG00000181744 ENSPTRG00000015492 ENSGGOG00000015140 ENSPPYG00000014182 ENSMMUG00000017055 ENSMUSG00000045414 ENSMODG00000021245 ENSOANG00000011229 ENSGALG00000002347
ENSG00000135315 ENSPTRG00000018388 ENSGGOG00000007273 ENSPPYG00000016814 ENSMMUG00000021072 ENSMUSG00000056919 ENSMODG00000018362 ENSOANG00000001263 ENSGALG00000015836
ENSG00000165029 ENSPTRG00000021219 ENSGGOG00000009414 ENSPPYG00000019469 ENSMMUG00000020608 ENSMUSG00000015243 ENSMODG00000016266 ENSOANG00000002826 ENSGALG00000015433
ENSG00000143801 ENSPTRG00000002052 ENSGGOG00000003332 ENSPPYG00000000160 ENSMMUG00000018525 ENSMUSG00000010609 ENSMODG00000006114 ENSOANG00000010238 ENSGALG00000009073
ENSG00000145103 ENSPTRG00000015285 ENSGGOG00000002958 ENSPPYG00000013491 ENSMMUG00000000911 ENSMUSG00000022900 ENSMODG00000018288 ENSOANG00000014217 ENSGALG00000015136
ENSG00000115602 ENSPTRG00000012301 ENSGGOG00000016653 ENSPPYG00000012111 ENSMMUG00000009238 ENSMUSG00000026069 ENSMODG00000002368 ENSOANG00000011164 ENSGALG00000016785
ENSG00000188163 ENSPTRG00000022939 ENSGGOG00000001890 ENSPPYG00000019823 ENSMMUG00000012162 ENSMUSG00000026969 ENSMODG00000017217 ENSOANG00000004060 ENSGALG00000008596
ENSG00000115594 ENSPTRG00000012299 ENSGGOG00000003344 ENSPPYG00000012109 ENSMMUG00000020737 ENSMUSG00000026072 ENSMODG00000002332 ENSOANG00000011165 ENSGALG00000016784
ENSG00000115221 ENSPTRG00000012571 ENSGGOG00000009408 ENSPPYG00000012877 ENSMMUG00000002678 ENSMUSG00000026971 ENSMODG00000005235 ENSOANG00000006161 ENSGALG00000011141
ENSG00000205302 ENSPTRG00000028644 ENSGGOG00000002409 ENSPPYG00000015718 ENSMMUG00000023598 ENSMUSG00000034484 ENSMODG00000013436 ENSOANG00000010048 ENSGALG00000005337
ENSG00000067082 ENSPTRG00000002245 ENSGGOG00000002055 ENSPPYG00000002048 ENSMMUG00000010696 ENSMUSG00000000078 ENSMODG00000006714 ENSOANG00000006083 ENSGALG00000007056
ENSG00000171282 ENSPTRG00000034171 ENSGGOG00000006265 ENSPPYG00000008734 ENSMMUG00000018984 ENSMUSG00000039741 ENSMODG00000002637 ENSOANG00000011881 ENSGALG00000022274
ENSG00000109158 ENSPTRG00000016029 ENSGGOG00000026219 ENSPPYG00000014707 ENSMMUG00000009526 ENSMUSG00000029211 ENSMODG00000020606 ENSOANG00000010304 ENSGALG00000014202
ENSG00000023608 ENSPTRG00000006420 ENSGGOG00000005031 ENSPPYG00000005882 ENSMMUG00000017303 ENSMUSG00000021113 ENSMODG00000008771 ENSOANG00000009093 ENSGALG00000011868
ENSG00000172425 ENSPTRG00000004346 ENSGGOG00000000952 ENSPPYG00000003936 ENSMMUG00000005490 ENSMUSG00000039438 ENSMODG00000013450 ENSOANG00000003759 ENSGALG00000006812
ENSG00000117479 ENSPTRG00000001658 ENSGGOG00000025385 ENSPPYG00000000532 ENSMMUG00000013039 ENSMUSG00000040918 ENSMODG00000003071 ENSOANG00000000864 ENSGALG00000015218
ENSG00000078295 ENSPTRG00000016718 ENSGGOG00000011188 ENSPPYG00000015335 ENSMMUG00000018742 ENSMUSG00000021536 ENSMODG00000002081 ENSOANG00000011580 ENSGALG00000013060
ENSG00000146166 ENSPTRG00000018312 ENSGGOG00000003942 ENSPPYG00000016742 ENSMMUG00000005648 ENSMUSG00000050217 ENSMODG00000018706 ENSOANG00000002192 ENSGALG00000016273
ENSG00000139921 ENSPTRG00000006339 ENSGGOG00000009768 ENSPPYG00000005810 ENSMMUG00000001901 ENSMUSG00000021072 ENSMODG00000013196 ENSOANG00000013964 ENSGALG00000020340
ENSG00000081985 ENSPTRG00000000840 ENSGGOG00000006395 ENSPPYG00000001257 ENSMMUG00000000651 ENSMUSG00000018341 ENSMODG00000000859 ENSOANG00000007768 ENSGALG00000011222
ENSG00000156398 ENSPTRG00000002898 ENSGGOG00000009385 ENSPPYG00000002609 ENSMMUG00000019834 ENSMUSG00000025036 ENSMODG00000011216 ENSOANG00000001649 ENSGALG00000008114
ENSG00000072858 ENSPTRG00000015232 ENSGGOG00000016392 ENSPPYG00000013538 ENSMMUG00000013454 ENSMUSG00000022696 ENSMODG00000018157 ENSOANG00000012455 ENSGALG00000014812
ENSG00000038295 ENSPTRG00000016577 ENSGGOG00000000148 ENSPPYG00000015181 ENSMMUG00000015799 ENSMUSG00000053626 ENSMODG00000002435 ENSOANG00000014482 ENSGALG00000009567
ENSG00000169991 ENSPTRG00000000256 ENSGGOG00000005544 ENSPPYG00000001798 ENSMMUG00000004754 ENSMUSG00000041025 ENSMODG00000013260 ENSOANG00000013872 ENSGALG00000003817
ENSG00000130558 ENSPTRG00000021532 ENSGGOG00000016209 ENSPPYG00000019752 ENSMMUG00000017506 ENSMUSG00000026833 ENSMODG00000013220 ENSOANG00000003901 ENSGALG00000002515
ENSG00000109689 ENSPTRG00000015971 ENSGGOG00000000474 ENSPPYG00000014655 ENSMMUG00000009439 ENSMUSG00000039156 ENSMODG00000000083 ENSOANG00000006701 ENSGALG00000014355
ENSG00000157978 ENSPTRG00000000362 ENSGGOG00000007769 ENSPPYG00000001708 ENSMMUG00000023385 ENSMUSG00000037295 ENSMODG00000013990 ENSOANG00000010250 ENSGALG00000001051
ENSG00000164078 ENSPTRG00000014941 ENSGGOG00000012260 ENSPPYG00000013858 ENSMMUG00000003353 ENSMUSG00000032584 ENSMODG00000012335 ENSOANG00000003529 ENSGALG00000003103
ENSG00000108479 ENSPTRG00000009654 ENSGGOG00000009534 ENSPPYG00000008635 ENSMMUG00000021765 ENSMUSG00000020766 ENSMODG00000007636 ENSOANG00000012912 ENSGALG00000002311
ENSG00000180660 ENSPTRG00000005777 ENSGGOG00000011768 ENSPPYG00000005274 ENSMMUG00000005425 ENSMUSG00000056947 ENSMODG00000024122 ENSOANG00000015491 ENSGALG00000017059
ENSG00000114738 ENSPTRG00000014968 ENSGGOG00000014937 ENSPPYG00000013835 ENSMMUG00000010495 ENSMUSG00000032577 ENSMODG00000011968 ENSOANG00000012789 ENSGALG00000002283
ENSG00000011478 ENSPTRG00000011163 ENSGGOG00000002353 ENSPPYG00000010130 ENSMMUG00000006940 ENSMUSG00000030407 ENSMODG00000021538 ENSOANG00000014943 ENSGALG00000017621
ENSG00000144596 ENSPTRG00000014652 ENSGGOG00000002279 ENSPPYG00000013404 ENSMMUG00000006342 ENSMUSG00000030098 ENSMODG00000007232 ENSOANG00000002130 ENSGALG00000006449
ENSG00000171004 ENSPTRG00000022281 ENSGGOG00000014140 ENSPPYG00000020727 ENSMMUG00000004198 ENSMUSG00000062184 ENSMODG00000015297 ENSOANG00000011696 ENSGALG00000006071
ENSG00000133943 ENSPTRG00000006632 ENSGGOG00000015304 ENSPPYG00000006064 ENSMMUG00000008964 ENSMUSG00000021185 ENSMODG00000002587 ENSOANG00000003808 ENSGALG00000010703
ENSG00000171793 ENSPTRG00000000599 ENSGGOG00000017188 ENSPPYG00000001480 ENSMMUG00000017101 ENSMUSG00000028633 ENSMODG00000017346 ENSOANG00000004378 ENSGALG00000000675
ENSG00000158545 ENSPTRG00000008456 ENSGGOG00000012514 ENSPPYG00000007639 ENSMMUG00000014323 ENSMUSG00000017478 ENSMODG00000004251 ENSOANG00000011368 ENSGALG00000006118
ENSG00000148935 ENSPTRG00000003446 ENSGGOG00000027509 ENSPPYG00000003415 ENSMMUG00000020818 ENSMUSG00000030498 ENSMODG00000009312 ENSOANG00000013127 ENSGALG00000003655
ENSG00000164707 ENSPTRG00000019729 ENSGGOG00000000373 ENSPPYG00000018029 ENSMMUG00000016386 ENSMUSG00000029843 ENSMODG00000013989 ENSOANG00000005009 ENSGALG00000012908
ENSG00000182795 ENSPTRG00000001923 ENSGGOG00000010023 ENSPPYG00000000275 ENSMMUG00000022173 ENSMUSG00000042510 ENSMODG00000002153 ENSOANG00000005246 ENSGALG00000001091
ENSG00000102245 ENSPTRG00000022318 ENSGGOG00000010483 ENSPPYG00000020768 ENSMMUG00000013773 ENSMUSG00000031132 ENSMODG00000014084 ENSOANG00000011672 ENSGALG00000006415
ENSG00000049192 ENSPTRG00000016927 ENSGGOG00000016127 ENSPPYG00000015507 ENSMMUG00000018100 ENSMUSG00000046169 ENSMODG00000019642 ENSOANG00000004726 ENSGALG00000014751
ENSG00000124299 ENSPTRG00000010809 ENSGGOG00000012143 ENSPPYG00000009829 ENSMMUG00000006128 ENSMUSG00000063931 ENSMODG00000012139 ENSOANG00000008142 ENSGALG00000004899
ENSG00000163501 ENSPTRG00000012938 ENSGGOG00000010818 ENSPPYG00000013192 ENSMMUG00000000785 ENSMUSG00000006538 ENSMODG00000015339 ENSOANG00000000316 ENSGALG00000011347
ENSG00000115607 ENSPTRG00000012303 ENSGGOG00000005842 ENSPPYG00000012113 ENSMMUG00000009246 ENSMUSG00000026068 ENSMODG00000002401 ENSOANG00000012240 ENSGALG00000016788
ENSG00000122687 ENSPTRG00000018857 ENSGGOG00000011963 ENSPPYG00000017310 ENSMMUG00000017020 ENSMUSG00000029557 ENSMODG00000009746 ENSOANG00000000253 ENSGALG00000004238
ENSG00000211460 ENSPTRG00000012420 ENSGGOG00000002216 ENSPPYG00000012774 ENSMMUG00000021119 ENSMUSG00000026374 ENSMODG00000000147 ENSOANG00000003457 ENSGALG00000011652
ENSG00000125409 ENSPTRG00000008794 ENSGGOG00000003151 ENSPPYG00000008003 ENSMMUG00000002208 ENSMUSG00000042189 ENSMODG00000007665 ENSOANG00000001384 ENSGALG00000001348
ENSG00000214338 ENSPTRG00000018582 ENSGGOG00000000027 ENSPPYG00000016996 ENSMMUG00000010611 ENSMUSG00000038916 ENSMODG00000017673 ENSOANG00000012976 ENSGALG00000014825
ENSG00000182985 ENSPTRG00000004310 ENSGGOG00000010219 ENSPPYG00000003899 ENSMMUG00000021628 ENSMUSG00000032076 ENSMODG00000013865 ENSOANG00000004423 ENSGALG00000014582
ENSG00000142192 ENSPTRG00000013811 ENSGGOG00000000200 ENSPPYG00000011307 ENSMMUG00000014384 ENSMUSG00000022892 ENSMODG00000021001 ENSOANG00000012989 ENSGALG00000015770
ENSG00000052850 ENSPTRG00000003529 ENSGGOG00000014265 ENSPPYG00000003337 ENSMMUG00000013097 ENSMUSG00000040310 ENSMODG00000019869 ENSOANG00000002531 ENSGALG00000008024
ENSG00000163811 ENSPTRG00000011792 ENSGGOG00000015956 ENSPPYG00000012526 ENSMMUG00000022268 ENSMUSG00000041057 ENSMODG00000015545 ENSOANG00000014467 ENSGALG00000008989
ENSG00000134363 ENSPTRG00000016863 ENSGGOG00000002978 ENSPPYG00000015454 ENSMMUG00000004860 ENSMUSG00000021765 ENSMODG00000019463 ENSOANG00000011201 ENSGALG00000014908
ENSG00000006576 ENSPTRG00000019340 ENSGGOG00000007313 ENSPPYG00000017867 ENSMMUG00000009008 ENSMUSG00000039987 ENSMODG00000017151 ENSOANG00000015067 ENSGALG00000008335
ENSG00000173175 ENSPTRG00000015304 ENSGGOG00000025276 ENSPPYG00000013473 ENSMMUG00000002230 ENSMUSG00000022840 ENSMODG00000018333 ENSOANG00000021494 ENSGALG00000011699
ENSG00000076321 ENSPTRG00000001696 ENSGGOG00000024508 ENSPPYG00000000495 ENSMMUG00000016792 ENSMUSG00000026705 ENSMODG00000004130 ENSOANG00000000918 ENSGALG00000003513
ENSG00000125107 ENSPTRG00000008183 ENSGGOG00000009547 ENSPPYG00000007410 ENSMMUG00000014625 ENSMUSG00000036550 ENSMODG00000014199 ENSOANG00000012109 ENSGALG00000002301
ENSG00000095321 ENSPTRG00000021452 ENSGGOG00000006412 ENSPPYG00000019674 ENSMMUG00000011767 ENSMUSG00000026853 ENSMODG00000006706 ENSOANG00000000459 ENSGALG00000004466
ENSG00000112996 ENSPTRG00000016854 ENSGGOG00000016095 ENSPPYG00000015445 ENSMMUG00000016180 ENSMUSG00000021731 ENSMODG00000020268 ENSOANG00000001659 ENSGALG00000014874
ENSG00000131437 ENSPTRG00000017221 ENSGGOG00000008000 ENSPPYG00000015767 ENSMMUG00000010313 ENSMUSG00000018395 ENSMODG00000013930 ENSOANG00000007422 ENSGALG00000006860
ENSG00000123352 ENSPTRG00000004907 ENSGGOG00000007336 ENSPPYG00000004488 ENSMMUG00000003762 ENSMUSG00000051934 ENSMODG00000004216 ENSOANG00000004963 ENSGALG00000000467
ENSG00000121957 ENSPTRG00000001037 ENSGGOG00000004702 ENSPPYG00000001087 ENSMMUG00000010161 ENSMUSG00000027883 ENSMODG00000002268 ENSOANG00000005359 ENSGALG00000002090
ENSG00000145819 ENSPTRG00000017362 ENSGGOG00000007019 ENSPPYG00000015899 ENSMMUG00000000419 ENSMUSG00000036452 ENSMODG00000010362 ENSOANG00000005744 ENSGALG00000007380
ENSG00000116141 ENSPTRG00000002000 ENSGGOG00000000960 ENSPPYG00000000206 ENSMMUG00000022288 ENSMUSG00000026620 ENSMODG00000004622 ENSOANG00000001429 ENSGALG00000009483
ENSG00000120800 ENSPTRG00000005349 ENSGGOG00000004904 ENSPPYG00000004871 ENSMMUG00000012891 ENSMUSG00000004356 ENSMODG00000003141 ENSOANG00000005578 ENSGALG00000011643
ENSG00000165194 ENSPTRG00000022085 ENSGGOG00000001810 ENSPPYG00000020536 ENSMMUG00000011078 ENSMUSG00000051323 ENSMODG00000009008 ENSOANG00000004203 ENSGALG00000006822
ENSG00000136933 ENSPTRG00000021369 ENSGGOG00000003250 ENSPPYG00000019608 ENSMMUG00000005215 ENSMUSG00000070953 ENSMODG00000019763 ENSOANG00000013292 ENSGALG00000001002
ENSG00000146555 ENSPTRG00000018872 ENSGGOG00000012912 ENSPPYG00000017324 ENSMMUG00000019724 ENSMUSG00000039683 ENSMODG00000000232 ENSOANG00000004329 ENSGALG00000004420
ENSG00000172840 ENSPTRG00000008204 ENSGGOG00000012328 ENSPPYG00000007430 ENSMMUG00000016726 ENSMUSG00000048371 ENSMODG00000006788 ENSOANG00000015274 ENSGALG00000005146
ENSG00000152430 ENSPTRG00000012777 ENSGGOG00000013594 ENSPPYG00000013050 ENSMMUG00000023811 ENSMUSG00000025977 ENSMODG00000012323 ENSOANG00000019928 ENSGALG00000008116
ENSG00000168807 ENSPTRG00000008276 ENSGGOG00000007727 ENSPPYG00000007499 ENSMMUG00000016640 ENSMUSG00000041308 ENSMODG00000003148 ENSOANG00000002355 ENSGALG00000000640
ENSG00000174945 ENSPTRG00000018869 ENSGGOG00000002895 ENSPPYG00000017321 ENSMMUG00000004088 ENSMUSG00000050022 ENSMODG00000000182 ENSOANG00000004325 ENSGALG00000004358
ENSG00000140455 ENSPTRG00000007149 ENSGGOG00000015288 ENSPPYG00000006541 ENSMMUG00000012114 ENSMUSG00000032376 ENSMODG00000011011 ENSOANG00000011148 ENSGALG00000003427
ENSG00000111726 ENSPTRG00000004765 ENSGGOG00000015061 ENSPPYG00000004359 ENSMMUG00000020808 ENSMUSG00000030282 ENSMODG00000017742 ENSOANG00000011047 ENSGALG00000013229
ENSG00000141448 ENSPTRG00000009913 ENSGGOG00000024673 ENSPPYG00000009057 ENSMMUG00000010944 ENSMUSG00000005836 ENSMODG00000021492 ENSOANG00000004635 ENSGALG00000014976
ENSG00000138032 ENSPTRG00000011881 ENSGGOG00000014395 ENSPPYG00000012451 ENSMMUG00000022261 ENSMUSG00000061130 ENSMODG00000000678 ENSOANG00000006156 ENSGALG00000009970
ENSG00000167986 ENSPTRG00000003737 ENSGGOG00000004052 ENSPPYG00000003193 ENSMMUG00000002691 ENSMUSG00000024740 ENSMODG00000020353 ENSOANG00000004897 ENSGALG00000005202
ENSG00000168263 ENSPTRG00000020734 ENSGGOG00000000231 ENSPPYG00000019256 ENSMMUG00000015105 ENSMUSG00000047298 ENSMODG00000003631 ENSOANG00000014994 ENSGALG00000010173
ENSG00000131269 ENSPTRG00000022039 ENSGGOG00000015678 ENSPPYG00000020483 ENSMMUG00000015619 ENSMUSG00000031333 ENSMODG00000011942 ENSOANG00000002026 ENSGALG00000007788
ENSG00000144840 ENSPTRG00000015272 ENSGGOG00000006059 ENSPPYG00000013501 ENSMMUG00000001594 ENSMUSG00000022827 ENSMODG00000018232 ENSOANG00000003928 ENSGALG00000014949
